,label,sentence,NN,JJ,RB
2550,news,"['a', 'pesticides', 'co-ordination', 'act', ';', ';']",2,1,0
2551,news,"['stronger', 'water', 'pollution', 'control', 'programs', ',', 'and', 'Federal', 'ratification', 'of', 'an', 'international', 'convention', 'to', 'halt', 'pollution', 'of', 'the', 'sea', 'by', 'oil', '.']",10,2,0
2552,news,"['The', 'Reed', 'Rogers', 'Da', 'Fonta', 'Wild', 'Life', 'Sanctuary', 'in', 'Marin', 'county', 'on', 'Friday', 'officially', 'became', 'the', 'property', 'of', 'the', 'National', 'Audubon', 'Society', '.']",14,0,1
2553,news,"['Mrs.', 'Norman', 'Livermore', ',', 'president', 'of', 'the', 'Marin', 'Conservation', 'League', ',', 'handed', 'over', 'the', 'deed', 'to', 'the', '645-acre', 'tidelands', 'tract', 'south', 'of', 'Greenwood', 'Beach', 'to', 'Carl', 'W.', 'Buchheister', ',', 'president', 'of', 'the', 'Society', '.']",17,2,0
2554,news,"['The', 'presentation', 'was', 'made', 'before', 'several', 'hundred', 'persons', 'at', 'the', 'annual', 'meeting', 'of', 'the', 'League', 'at', 'Olney', 'Hall', ',', 'College', 'of', 'Marin', ',', 'Kentfield', '.']",9,2,0
2555,news,"['Buchheister', 'pledged', 'the', 'land', 'would', 'be', 'an', '``', 'inviolate', ""''"", 'sanctuary', 'for', 'all', 'birds', ',', 'animals', 'and', 'plants', '.']",7,0,0
2556,news,"['Seventeen', 'years', 'ago', 'today', ',', 'German', 'scientist', 'Willy', 'Fiedler', 'climbed', 'into', 'a', 'makeshift', 'cockpit', 'installed', 'in', 'a', 'V-1', 'rocket-bomb', 'that', 'was', 'attached', 'to', 'the', 'underbelly', 'of', 'a', 'Heinkel', 'bomber', '.']",10,2,2
2557,news,"['The', 'World', 'War', '2', ',', 'German', 'bomber', 'rolled', 'down', 'a', 'runway', 'and', 'took', 'off', '.']",4,1,0
2558,news,"['The', 'only', 'way', 'Fiedler', 'could', 'get', 'back', 'to', 'earth', 'alive', 'was', 'to', 'fly', 'the', 'pulse', 'jet', 'missile', 'and', 'land', 'it', 'on', 'the', 'airstrip', '.']",8,2,1
2559,news,"['This', 'had', 'never', 'been', 'done', 'before', '.']",0,0,2
2560,news,"['Now', 'a', 'quiet-spoken', ',', 'middle-aged', 'man', ',', 'Fiedler', 'is', 'an', 'aeronautical', 'engineer', 'for', ""Lockheed's"", 'Missiles', 'and', 'Space', 'Division', 'at', 'Sunnyvale', ',', 'where', 'he', 'played', 'a', 'key', 'role', 'in', 'the', 'development', 'of', 'the', ""Navy's"", 'Polaris', 'missile', '.']",13,4,1
2561,news,"['He', 'sat', 'in', 'his', 'office', 'yesterday', 'and', 'recalled', 'that', 'historic', 'flight', 'in', '1944', '.']",3,1,0
2562,news,"['``', 'The', 'first', 'two', 'pilots', 'had', 'crashed', ""''"", ',', 'he', 'said', '.']",1,1,0
2563,news,"['``', 'I', 'had', 'developed', 'the', 'machines', 'and', 'therefore', 'knew', 'them', '.']",1,0,1
2564,news,"['It', 'was', 'time', 'to', 'go', 'up', 'myself', ""''"", '.']",1,0,0
2565,news,"['Fiedler', 'was', 'then', 'technical', 'director', 'of', ""Hitler's"", 'super-secret', '``', 'Reichenberg', 'project', ""''"", ',', 'which', 'remained', 'unknown', 'to', 'the', 'Allies', 'until', 'after', 'the', 'war', '.']",7,3,1
2566,news,"['About', '200', 'of', 'the', 'special', 'V-1', 'rocket-bombs', 'were', 'to', 'be', 'made', 'ready', 'for', 'manned', 'flight', 'with', 'an', 'explosive', 'warhead', '.']",3,5,0
2567,news,"['The', 'target', 'was', 'Allied', 'shipping', '--', 'a', 'desperate', 'effort', 'to', 'stave', 'off', 'the', 'Allied', 'invasion', 'of', 'Europe', '.']",7,1,0
2568,news,"['The', 'success', 'of', 'the', 'project', 'depended', 'upon', ""Fiedler's"", 'flight', '.']",4,0,0
2569,news,"['Squeezed', 'into', 'the', 'few', 'cubic', 'feet', 'normally', 'filled', 'by', 'the', ""rocket's"", 'automatic', 'guidance', 'mechanism', ',', 'the', 'scientist', 'waited', 'while', 'the', 'bomber', 'gained', 'altitude', '.']",7,3,1
2570,news,"['At', '12,000', 'feet', ',', 'Fiedler', 'signaled', '``', 'release', ""''"", ',', 'and', 'started', 'the', 'roaring', 'pulse-jet', 'engine', '--', 'then', 'streaked', 'away', 'from', 'beneath', 'the', 'Heinkel', '.']",5,1,2
2571,news,"['To', 'the', 'German', 'pilot', 'in', 'the', 'bomber', 'the', 'rocket', 'became', 'a', 'faint', 'black', 'speck', ',', 'hurtling', 'through', 'the', 'sky', 'at', 'the', 'then', 'incredible', 'speed', 'of', '420', 'm.p.h.', '.']",8,3,1
2572,news,"['It', 'was', 'probably', ""man's"", 'first', 'successful', 'flight', 'in', 'a', 'missile', '.']",2,2,2
2573,news,"['``', 'She', 'flew', 'beautifully', ""''"", ',', 'said', 'Fiedler', '.']",1,0,1
2574,news,"['``', 'There', 'was', 'only', 'one', 'power', 'control', '--', 'a', 'valve', 'to', 'adjust', 'the', 'fuel', 'flow', '.']",5,0,1
2575,news,"['I', 'had', 'exactly', '20', 'minutes', 'to', 'get', 'down', 'to', 'the', 'test', 'strip', ""''"", '.']",3,0,1
2576,news,"['Using', 'a', 'steering', 'system', 'that', 'controlled', 'the', 'modified', ""rocket's"", 'tail', 'surfaces', 'and', 'wings', 'equipped', 'with', 'ailerons', ',', 'Fiedler', 'was', 'to', 'land', 'the', 'missile', 'on', 'a', 'skid', 'especially', 'bolted', 'under', 'the', 'fuselage', '.']",11,0,1
2577,news,"['He', 'managed', 'to', 'maneuver', 'the', 'missile', 'to', 'a', 'landing', 'speed', 'of', '200', 'm.p.h.', '--', 'fast', 'even', 'for', 'a', 'modern', 'jet', 'plane', 'touchdown', '--', 'and', 'banked', 'into', 'the', 'airfield', '.']",7,1,2
2578,news,"['Moments', 'later', 'the', 'V-1', 'skimmed', 'across', 'the', 'landing', 'strip', ',', 'edging', 'closer', 'and', 'closer', 'to', 'a', 'touchdown', '--', 'then', 'in', 'a', 'streamer', 'of', 'dust', 'it', 'landed', '.']",7,0,4
2579,news,"['Fiedler', 'went', 'on', 'to', 'make', 'several', 'other', 'test', 'flights', 'before', 'German', 'pilots', 'took', 'over', 'the', 'Reichenberg', 'missiles', '.']",6,3,0
2580,news,"['The', 'missiles', 'were', 'to', 'be', 'armed', 'with', 'an', 'underwater', 'bomb', '.']",2,1,0
2581,news,"['Pilots', 'would', 'steer', 'them', 'in', 'a', 'suicide', 'dive', 'into', 'the', 'water', ',', 'striking', 'below', 'the', 'waterline', 'of', 'individual', 'ships', '.']",5,2,0
2582,news,"['A', 'crack', 'corps', 'of', '50', 'pilots', 'was', 'formed', 'from', 'the', 'ranks', 'of', 'volunteers', ',', 'but', 'the', 'project', 'was', 'halted', 'before', 'the', 'end', 'of', 'the', 'war', ',', 'and', 'the', 'missiles', 'later', 'fell', 'into', 'Allied', 'hands', '.']",11,0,1
2583,news,"['Now', 'a', 'family', 'man', 'with', 'three', 'children', ',', 'Fiedler', 'lives', 'in', 'a', 'quiet', 'residential', 'area', 'near', 'the', 'Lockheed', 'plant', 'at', 'Sunnyvale', '.']",8,2,1
2584,news,"['His', 'spare', 'time', 'is', 'spent', 'in', 'soaring', 'gliders', '.']",2,1,0
2585,news,"['``', ""It's"", 'so', 'quiet', ""''"", ',', 'he', 'said', ',', '``', 'so', 'slow', ',', 'serene', '--', 'and', 'so', 'challenging', ""''"", '.']",1,4,3
2586,news,"['John', 'Di', 'Massimo', 'has', 'been', 'elected', 'president', 'of', 'the', '1961', 'Columbus', 'Day', 'Celebration', 'Committee', ',', 'it', 'was', 'announced', 'yesterday', '.']",9,0,0
2587,news,"['Other', 'officers', 'are', 'Angelo', 'J.', 'Scampini', ',', 'vice', 'president', ',', 'Joseph', 'V.', 'Arata', ',', 'treasurer', ',', 'and', 'Fred', 'J.', 'Casassa', ',', 'secretary', '.']",14,1,0
2588,news,"['Judge', 'John', 'B.', 'Molinari', 'was', 'named', 'chairman', 'of', 'the', 'executive', 'committee', '.']",6,1,0
2589,news,"['Elected', 'to', 'the', 'board', 'of', 'directors', 'were', ':']",2,0,0
2590,news,"['Elios', 'P.', 'Anderlini', ',', 'Attilio', 'Beronio', ',', 'Leo', 'M.', 'Bianco', ',', 'Frederic', 'Campagnoli', ',', 'Joseph', 'Cervetto', ',', 'Armond', 'J.', 'De', 'Martini', ',', 'Grace', 'Duhagon', ',', 'John', 'P.', 'Figone', ',', 'John', 'P.', 'Figone', 'Jr.', ',', 'Stephen', 'Mana', ',', 'John', 'Moscone', ',', 'Calude', 'Perasso', ',', 'Angelo', 'Petrini', ',', 'Frank', 'Ratto', ',', 'and', 'George', 'R.', 'Reilly', '.']",38,0,0
2591,news,"['Dr.', 'Albert', 'Schweitzer', ',', 'world-famous', 'theologian', 'and', 'medical', 'missionary', ',', 'has', 'endorsed', 'an', 'Easter', 'March', 'for', 'Disarmament', 'which', 'begins', 'tomorrow', 'in', 'Sunnyvale', '.']",10,2,0
2592,news,"['Members', 'of', 'the', 'San', 'Francisco', 'American', 'Friends', 'Service', ',', 'a', 'Quaker', 'organization', ',', 'will', 'march', 'to', 'San', 'Francisco', 'for', 'a', 'rally', 'in', 'Union', 'Square', 'at', '2', 'p.m.', 'Saturday', '.']",15,0,0
2593,news,"['In', 'a', 'letter', 'to', 'the', 'American', 'Friends', 'Service', ',', 'Dr.', 'Schweitzer', 'wrote', ':']",6,0,0
2594,news,"['``', 'Leading', 'Nations', 'of', 'the', 'West', 'and', 'of', 'the', 'East', 'keep', 'busy', 'making', 'newer', 'nuclear', 'weapons', 'to', 'defend', 'themselves', 'in', 'the', 'event', 'the', 'constantly', 'threatening', 'nuclear', 'war', 'should', 'break', 'out', '.']",6,5,1
2595,news,"['``', 'They', 'cannot', 'do', 'otherwise', 'than', 'live', 'in', 'dread', 'of', 'each', 'other', 'since', 'these', 'weapons', 'imply', 'the', 'possibility', 'of', 'such', 'grisly', 'surprise', 'attack', '.']",5,4,1
2596,news,"['The', 'only', 'way', 'out', 'of', 'this', 'state', 'of', 'affairs', 'is', 'agreement', 'to', 'abolish', 'nuclear', 'weapons', ';', ';']",5,2,0
2597,news,"['otherwise', 'no', 'peace', 'is', 'possible', '.']",1,1,1
2598,news,"['``', 'Governments', 'apparently', 'do', 'not', 'feel', 'obligated', 'to', 'make', 'the', 'people', 'adequately', 'aware', 'of', 'this', 'danger', ';', ';']",3,2,3
2599,news,"['therefore', 'we', 'need', 'guardians', 'to', 'demonstrate', 'against', 'the', 'ghastly', 'stupidity', 'of', 'nuclear', 'weapons', 'and', 'jolt', 'the', 'people', 'out', 'of', 'their', 'complacency', ""''"", '.']",5,2,0
2600,news,"['A', 'federal', 'grand', 'jury', 'called', '10', 'witnesses', 'yesterday', 'in', 'an', 'investigation', 'of', 'the', 'affairs', 'of', 'Ben', 'Stein', ',', '47', ',', 'who', 'collected', 'big', 'fees', 'as', 'a', '``', 'labor', 'consultant', ""''"", 'and', 'operator', 'of', 'a', ""janitors'"", 'service', '.']",13,3,0
2601,news,"['Before', 'he', 'testified', 'for', '20', 'minutes', ',', 'Stein', ',', 'who', 'lives', 'at', '3300', 'Lake', 'Shore', 'Dr.', ',', 'admitted', 'to', 'reporters', 'that', 'he', 'had', 'a', 'wide', 'acquaintance', 'with', 'crime', 'syndicate', 'hoodlums', '.']",10,1,0
2602,news,"['Glimco', 'a', 'buddy']",2,0,0
2603,news,"['Among', 'his', 'gangland', 'buddies', ',', 'he', 'said', ',', 'were', 'Joseph', '(', 'Joey', ')', 'Glimco', ',', 'a', 'mob', 'labor', 'racketeer', ',', 'and', 'four', 'gang', 'gambling', 'chiefs', ',', 'Gus', '(', 'Slim', ')', 'Alex', ',', 'Ralph', 'Pierce', ',', 'Joe', '(', 'Caesar', ')', 'DiVarco', ',', 'and', 'Jimmy', '(', 'Monk', ')', 'Allegretti', '.']",21,0,0
2604,news,"['Another', 'hoodlum', ',', 'Louis', 'Arger', ',', 'drew', '$39,000', 'from', ""Stein's"", 'janitor', 'firm', ',', 'the', 'National', 'Maintenance', 'company', ',', 'in', 'three', 'years', 'ending', 'in', '1959', ',', 'Stein', 'disclosed', 'in', 'an', 'interview', '.']",12,0,0
2605,news,"['``', 'I', 'put', 'Arger', 'on', 'the', 'payroll', 'because', 'he', 'promised', 'to', 'get', 'my', 'firm', 'the', 'stevedore', 'account', 'at', 'Navy', 'pier', ""''"", ',', 'Stein', 'said', '.']",8,0,0
2606,news,"['``', 'But', 'Arger', 'never', 'was', 'able', 'to', 'produce', 'it', ',', 'so', 'I', 'cut', 'him', 'off', 'my', 'payroll', ""''"", '.']",2,1,1
2607,news,"['Connection', 'is', 'sought']",1,0,0
2608,news,"['Other', 'witnesses', ',', 'after', 'appearances', 'before', 'the', 'jury', ',', 'which', 'reportedly', 'is', 'probing', 'into', 'possible', 'income', 'tax', 'violations', ',', 'disclosed', 'that', 'government', 'prosecutors', 'were', 'attempting', 'to', 'connect', 'Stein', 'and', 'his', 'company', 'with', 'a', 'number', 'of', 'gangsters', ',', 'including', 'Glimco', 'and', 'Alex', '.']",14,2,1
2609,news,"['The', 'federal', 'lawyers', ',', 'according', 'to', 'their', 'witnesses', ',', 'also', 'were', 'tracing', ""Stein's"", 'fees', 'as', 'a', 'labor', 'consultant', '.']",6,1,1
2610,news,"['Under', 'scrutiny', ',', 'two', 'of', 'the', 'witnesses', 'said', ',', 'were', 'payments', 'and', 'loans', 'to', ""Stein's"", 'National', 'Maintenance', 'company', 'at', '543', 'Madison', 'St.', '.']",10,0,0
2611,news,"['The', 'company', 'supplies', 'janitors', 'and', 'workmen', 'for', 'McCormick', 'Place', 'and', 'factories', ',', 'liquor', 'firms', ',', 'and', 'other', 'businesses', '.']",9,1,0
2612,news,"['Lee', 'a', 'witness']",2,0,0
2613,news,"['Among', 'the', 'witnesses', 'were', 'Ed', 'J.', 'Lee', ',', 'director', 'of', 'McCormick', 'Place', ';', ';']",7,0,0
2614,news,"['Jerome', 'Leavitt', ',', 'a', 'partner', 'in', 'the', 'Union', 'Liquor', 'company', ',', '3247', 'S.', 'Kedzie', 'Av.', ',', 'Dominic', 'Senese', ',', 'a', 'teamster', 'union', 'slugger', 'who', 'is', 'a', 'buddy', 'of', 'Stein', 'and', 'a', 'cousin', 'of', 'Tony', 'Accardo', ',', 'onetime', 'gang', 'chief', ';', ';']",20,1,1
2615,news,"['and', 'Frank', 'W.', 'Pesce', ',', 'operator', 'of', 'a', 'Glimco', 'dominated', 'deodorant', 'firm', ',', 'the', 'Best', 'Sanitation', 'and', 'Supply', 'company', ',', '1215', 'Blue', 'Island', 'Av.', '.']",13,1,0
2616,news,"['Lee', 'said', 'he', 'had', 'told', 'the', 'jury', 'that', 'he', 'made', 'an', 'agreement', 'in', 'April', 'with', 'Stein', 'to', 'supply', 'and', 'supervise', 'janitors', 'in', 'McCormick', 'Place', '.']",8,0,0
2617,news,"[""Stein's"", 'fee', ',', 'Lee', 'said', ',', 'was', '10', 'per', 'cent', 'of', 'the', ""janitors'"", 'pay', '.']",5,1,0
2618,news,"['Stein', 'estimated', 'this', 'amount', 'at', '``', 'about', '$1,500', 'or', '$1,600', 'a', 'month', ""''"", '.']",4,0,0
2619,news,"['A', '$12,500', 'payment']",1,1,0
2620,news,"['Leavitt', ',', 'as', 'he', 'entered', 'the', 'jury', 'room', ',', 'said', 'he', 'was', 'prepared', 'to', 'answer', 'questions', 'about', 'the', '$12,500', 'his', 'liquor', 'firm', 'paid', 'to', 'Stein', 'for', '``', 'labor', 'consultant', 'work', ""''"", 'with', 'five', 'unions', 'which', 'organized', ""Leavitt's"", 'workers', '.']",14,0,0
2621,news,"['Leavitt', 'identified', 'the', 'unions', 'as', 'a', ""warehouseman's"", 'local', ',', 'the', 'teamsters', 'union', ',', 'a', ""salesman's"", 'union', ',', 'the', ""janitors'"", 'union', ',', 'and', 'a', 'bottling', ""workers'"", 'union', '.']",11,2,0
2622,news,"['Government', 'attorneys', ',', 'Leavitt', 'said', ',', 'have', 'questioned', 'him', 'closely', 'about', '``', 'five', 'or', 'six', 'loans', ""''"", 'totaling', 'about', '$40,000', 'which', 'the', 'liquor', 'company', 'made', 'to', 'Stein', 'in', 'the', 'last', 'year', '.']",8,1,1
2623,news,"['All', 'of', 'the', 'loans', ',', 'in', 'amounts', 'up', 'to', '$5,000', 'each', ',', 'have', 'been', 'repaid', 'by', 'Stein', ',', 'according', 'to', 'Leavitt', '.']",4,0,1
2624,news,"['Stein', 'said', 'he', 'needed', 'the', 'money', ',', 'Leavitt', 'said', ',', 'to', '``', 'meet', 'the', 'payroll', ""''"", 'at', 'National', 'Maintenance', 'company', '.']",7,0,0
2625,news,"['The', 'deodorant', 'firm', 'run', 'by', 'Pesce', 'has', 'offices', 'in', 'the', 'headquarters', 'of', ""Glimco's"", 'discredited', 'taxi', ""drivers'"", 'union', 'at', '1213-15', 'Blue', 'Island', 'Av.', '.']",11,2,0
2626,news,"['The', 'radiation', 'station', 'of', 'the', 'Chicago', 'board', 'of', 'health', 'recorded', 'a', 'reading', 'of', '1', 'micro-microcurie', 'of', 'radiation', 'per', 'cubic', 'meter', 'of', 'air', 'over', 'Chicago', 'yesterday', '.']",12,1,0
2627,news,"['The', 'reading', ',', 'which', 'has', 'been', 'watched', 'with', 'interest', 'since', ""Russia's"", 'detonation', 'of', 'a', 'super', 'bomb', 'Monday', ',', 'was', '4', 'on', 'Tuesday', 'and', '7', 'last', 'Saturday', ',', 'a', 'level', 'far', 'below', 'the', 'danger', 'point', ',', 'according', 'to', 'the', 'board', 'of', 'health', '.']",13,2,1
2628,news,"['The', 'weather', 'bureau', 'has', 'estimated', 'that', 'radioactive', 'fallout', 'from', 'the', 'test', 'might', 'arrive', 'here', 'next', 'week', '.']",5,2,1
2629,news,"['A', 'board', 'of', 'health', 'spokesman', 'said', 'there', 'is', 'no', 'reason', 'to', 'believe', 'that', 'an', 'increase', 'in', 'the', 'level', 'here', 'will', 'occur', 'as', 'a', 'result', 'of', 'the', 'detonation', '.']",8,0,1
2630,news,"['Curtis', 'Allen', 'Huff', ',', '41', ',', 'of', '1630', 'Lake', 'Av.', ',', 'Wilmette', ',', 'was', 'arrested', 'yesterday', 'on', 'a', 'suppressed', 'federal', 'warrant', 'charging', 'him', 'with', 'embezzling', 'an', 'undetermined', 'amount', 'of', 'money', 'from', 'the', 'First', 'Federal', 'Savings', 'and', 'Loan', 'association', ',', '1', 'S.', 'Dearborn', 'St.', ',', 'where', 'he', 'formerly', 'was', 'employed', 'as', 'an', 'attorney', '.']",19,3,1
2631,news,"['Federal', 'prosecutors', 'estimated', 'that', 'the', 'amount', 'may', 'total', '$20,000', ',', 'altho', 'a', 'spokesman', 'for', 'the', 'association', 'estimated', 'its', 'loss', 'at', 'approximately', '$10,000', '.']",5,1,1
2632,news,"['Lien', 'payments', 'involved']",1,1,0
2633,news,"[""Huff's"", 'attorney', ',', 'Antone', 'F.', 'Gregorio', ',', 'quoted', 'his', 'client', 'as', 'saying', 'that', 'part', 'of', 'the', 'embezzlement', 'represented', 'money', 'paid', 'to', 'Huff', ',', 'as', 'attorney', 'for', 'the', 'loan', 'association', ',', 'in', 'satisfaction', 'of', ""mechanic's"", 'liens', 'on', 'property', 'on', 'which', 'the', 'association', 'held', 'mortgages', '.']",19,0,0
2634,news,"['Huff', 'told', 'Gregorio', 'that', 'he', 'took', 'the', 'money', 'to', 'pay', '``', 'the', 'ordinary', 'bills', 'and', 'expenses', 'of', 'suburban', 'living', ""''"", '.']",6,2,0
2635,news,"['Huff', ',', 'who', 'received', 'a', 'salary', 'of', '$109', 'a', 'week', 'from', 'the', 'loan', 'association', 'from', 'October', 'of', '1955', 'until', 'September', 'of', 'this', 'year', ',', 'said', 'that', 'his', 'private', 'practice', 'was', 'not', 'lucrative', '.']",10,2,1
2636,news,"['Huff', 'lives', 'with', 'his', 'wife', ',', 'Sue', ',', 'and', 'their', 'four', 'children', ',', '6', 'to', '10', 'years', 'old', ',', 'in', 'a', '$25,000', 'home', 'with', 'a', '$17,000', 'mortgage', '.']",8,2,0
2637,news,"['Charge', 'lists', '3', 'checks']",2,0,0
2638,news,"['The', 'complaint', 'on', 'which', 'the', 'warrant', 'was', 'issued', 'was', 'filed', 'by', 'Leo', 'Blaber', ',', 'an', 'attorney', 'for', 'the', 'association', '.']",6,0,0
2639,news,"['The', 'shortage', 'was', 'discovered', 'after', 'Huff', 'failed', 'to', 'report', 'for', 'work', 'on', 'Sept.', '18', '.']",4,0,0
2640,news,"['On', 'that', 'date', ',', 'according', 'to', 'Gregorio', ',', 'Huff', 'left', 'his', 'home', 'and', 'took', 'a', 'room', 'in', 'the', 'New', 'Lawrence', 'hotel', 'at', '1020', 'Lawrence', 'Av.', '.']",10,0,0
2641,news,"['There', ',', 'Gregorio', 'said', ',', 'Huff', 'wrote', 'a', 'complete', 'statement', 'of', 'his', 'offense', '.']",4,1,0
2642,news,"['Later', ',', 'Huff', 'cashed', 'three', 'checks', 'for', '$100', 'each', 'at', 'the', 'Sherman', 'House', ',', 'using', 'a', 'credit', 'card', '.']",6,1,1
2643,news,"['All', 'bounced', '.']",0,0,0
2644,news,"['When', 'Huff', 'attempted', 'to', 'cash', 'another', '$100', 'check', 'there', 'Monday', ',', 'hotel', 'officials', 'called', 'police', '.']",7,1,0
2645,news,"['Bonn', ',', 'Oct.', '24', '(', 'UPI', ')']",3,0,0
2646,news,"['--', 'Greece', 'and', 'West', 'Germany', 'have', 'ratified', 'an', 'agreement', 'under', 'which', 'Germany', 'will', 'pay', '$28,700,000', 'to', 'Greek', 'victims', 'of', 'Nazi', 'persecution', ',', 'it', 'was', 'announced', 'today', '.']",10,0,0
2647,news,"['Probably', 'the', 'hottest', 'thing', 'that', 'has', 'hit', 'the', 'Dallas', 'investment', 'community', 'in', 'years', 'was', 'the', 'Morton', 'Foods', 'stock', 'issue', ',', 'which', 'was', 'sold', 'to', 'the', 'public', 'during', 'the', 'past', 'week', '.']",11,2,1
2648,news,"['For', 'many', 'reasons', ',', 'the', 'demand', 'to', 'buy', 'shares', 'in', 'the', 'Dallas-headquartered', 'company', 'was', 'tremendous', '.']",4,3,0
2649,news,"['It', 'was', 'not', 'a', 'case', 'of', 'the', 'investment', 'bankers', 'having', 'to', 'sell', 'the', 'stock', ';', ';']",4,0,1
2650,news,"['it', 'was', 'more', 'one', 'of', 'allotting', 'a', 'few', 'shares', 'to', 'a', 'number', 'of', 'customers', 'and', 'explaining', 'to', 'others', 'why', 'they', 'had', 'no', 'more', 'to', 'sell', '.']",4,1,2
2651,news,"['Investors', 'who', 'wanted', '100', 'shares', 'in', 'many', 'cases', 'ended', 'up', 'with', '25', ',', 'and', 'customers', 'who', 'had', 'put', 'in', 'a', 'bid', 'to', 'buy', '400', 'shares', 'found', 'themselves', 'with', '100', 'and', 'counted', 'themselves', 'lucky', 'to', 'get', 'that', 'many', '.']",6,2,1
2652,news,"['In', 'fact', ',', 'very', 'few', 'customers', ',', 'anywhere', 'in', 'the', 'nation', ',', 'were', 'able', 'to', 'get', 'more', 'than', '100', 'shares', '.']",4,3,2
2653,news,"['Some', 'Dallas', 'investment', 'firms', 'got', 'only', '100', 'shares', ',', 'for', 'all', 'of', 'their', 'customers', '.']",5,0,1
2654,news,"['A', 'measure', 'of', 'how', 'hot', 'the', 'stock', 'was', ',', 'can', 'be', 'found', 'in', 'what', 'happened', 'to', 'it', 'on', 'the', 'market', 'as', 'soon', 'as', 'trading', 'began', '.']",4,1,2
2655,news,"['The', 'stock', 'was', 'sold', 'in', 'the', 'underwriting', 'at', 'a', 'price', 'of', '$12.50', 'a', 'share', '.']",5,0,0
2656,news,"['The', 'first', 'over-the-counter', 'trade', 'Wednesday', 'afternoon', 'at', 'Eppler', ',', 'Guerin', '&', 'Turner', ',', 'the', 'managing', 'underwriter', ',', 'was', 'at', '$17', 'a', 'share', '.']",9,2,0
2657,news,"['And', 'from', 'that', 'the', 'stock', 'moved', 'right', 'on', 'up', 'until', 'it', 'was', 'trading', 'Thursday', 'morning', 'at', 'around', '$22', 'a', 'share', '.']",5,0,1
2658,news,"['But', 'the', 'Morton', 'Foods', 'issue', 'was', 'hot', 'long', 'before', 'it', 'was', 'on', 'the', 'market', '.']",4,1,1
2659,news,"['Indeed', ',', 'from', 'the', 'moment', 'the', 'reports', 'of', 'the', 'coming', 'issue', 'first', 'started', 'circulating', 'in', 'Dallas', 'last', 'January', ',', 'the', 'inquiries', 'and', 'demand', 'for', 'the', 'stock', 'started', 'building', 'up', '.']",8,1,2
2660,news,"['Letters', 'by', 'the', 'reams', 'came', 'in', 'from', 'investment', 'firms', 'all', 'over', 'the', 'nation', ',', 'all', 'of', 'them', 'wanting', 'to', 'get', 'a', 'part', 'of', 'the', 'shares', 'that', 'would', 'be', 'sold', '(', '185,000', 'to', 'the', 'public', 'at', '$12.50', ',', 'with', 'another', '5,000', 'reserved', 'for', 'Morton', 'Foods', 'employes', 'at', '$11.50', 'a', 'share', ')', '.']",13,0,0
2661,news,"['There', 'was', 'even', 'a', 'cable', 'in', 'French', 'from', 'a', 'bank', 'in', 'Switzerland', 'that', 'had', 'somehow', 'learned', 'about', 'the', 'Dallas', 'stock', 'offering', '.']",6,1,2
2662,news,"['``', 'We', 'subscribe', '500', 'shares', 'of', 'Morton', 'Foods', 'of', 'Texas', '.']",4,0,0
2663,news,"['Cable', 'confirmation', ""''"", ',', 'it', 'said', 'translated', '.']",1,1,0
2664,news,"['But', 'E.G.T.', 'could', 'not', 'let', 'the', 'Swiss', 'bank', 'have', 'even', '10', 'shares', '.']",4,0,2
2665,news,"['After', 'it', 'allotted', 'shares', 'to', '41', 'underwriters', 'and', '52', 'selling', 'group', 'members', 'from', 'coast', 'to', 'coast', 'there', 'were', 'not', 'many', 'shares', 'for', 'anyone', '.']",7,1,1
2666,news,"['But', 'the', 'result', 'of', 'it', 'all', 'was', ',', 'E.G.T.', 'partner', 'Dean', 'Guerin', 'believes', ',', 'an', 'effective', 'distribution', 'of', 'the', 'stock', 'to', 'owners', 'all', 'over', 'the', 'nation', '.']",9,1,0
2667,news,"['``', 'I', 'feel', 'confident', 'the', 'stock', 'will', 'qualify', 'for', 'the', ""'"", 'national', 'list', ""'"", ""''"", ',', 'he', 'said', ',', 'meaning', 'its', 'market', 'price', 'would', 'be', 'quoted', 'regularly', 'in', 'newspapers', 'all', 'over', 'the', 'country', '.']",6,2,1
2668,news,"['He', 'was', 'also', 'pleased', 'with', 'the', 'wide', 'distribution', 'because', 'he', 'thought', 'it', 'proved', 'again', 'his', 'argument', 'that', 'Dallas', 'investment', 'men', 'can', 'do', 'just', 'as', 'good', 'a', 'job', 'as', 'the', 'big', 'New', 'York', 'investment', 'bankers', 'claim', 'only', 'they', 'can', 'do', '.']",10,4,5
2669,news,"['But', 'what', 'made', 'the', 'Morton', 'Foods', 'stock', 'issue', 'such', 'a', 'hot', 'one', '?', '?']",4,1,0
2670,news,"['The', 'answer', 'is', 'that', 'it', 'was', 'a', 'combination', 'of', 'circumstances', '.']",3,0,0
2671,news,"['First', ',', 'the', 'general', 'stock', 'market', 'has', 'been', 'boiling', 'upward', 'for', 'the', 'last', 'few', 'months', ',', 'driving', 'stocks', 'of', 'all', 'kinds', 'up', '.']",5,3,2
2672,news,"['As', 'a', 'result', ',', 'it', 'is', 'not', 'easy', 'to', 'find', 'a', 'stock', 'priced', 'as', 'the', 'Morton', 'issue', 'was', 'priced', '(', 'at', 'roughly', '10', 'times', '1960', 'earnings', ',', 'to', 'yield', 'a', 'little', 'over', '5', 'per', 'cent', 'on', 'the', '64-cent', 'anticipated', 'dividend', ')', '.']",8,4,2
